Temperature (°C),Dissolved Oxygen (mg/L),PH,Hardness (ppm),Humidity (%),Density (fish/L),Nitrogen Load (mg/L),Substrate,Noise Level,Light-Dark Cycle,Water Flow,ECI,Comfort Category
26.099544806022667,6.281079939638094,6.48986386254929,55.14778237817009,42.655542733868145,3.182922103234941,40.55324891033769,gravel,high,14/10,low,55,Medium
26.580406108590708,5.365792343638779,6.535925293809675,67.15436676329603,38.37407617431766,5.519097416278172,58.63563109134601,gravel,medium,10/14,high,40,Medium
24.30891114448048,6.814053513953436,7.153819630600914,40.93063251446841,49.88822544800022,3.1678551999558424,18.63555857649814,glass,medium,10/14,medium,55,Medium
26.04699018991074,7.742615429796072,7.58493381841863,134.5202690536825,38.35284142009335,2.1394196197469113,61.31762514408748,sand,low,10/14,low,30,Low
25.31888701856404,5.716835776118838,7.466114321296812,145.53223239658084,65.32670683181826,5.081287646124273,60.631709548664375,sand,medium,10/14,high,25,Low
27.856819275464687,6.221725703112131,7.356992403160441,55.164090322385626,62.2196304062245,6.152032222073579,50.77796191678447,sand,medium,14/10,medium,60,Medium
27.220283635526492,7.064516219918357,7.087381788726918,102.50152076324689,39.460504505897646,6.6825786022285785,44.81192481465706,glass,low,12/12,medium,65,Medium
29.849165434910535,7.882828432044847,7.345847204144947,73.09909881910568,69.19447795347418,6.0296464249315225,33.24157255948843,glass,low,10/14,medium,40,Medium
29.808920738138625,6.968615073843513,7.623663766669336,58.59879228947101,39.21671285767341,4.936975231709838,35.88842184061493,glass,medium,12/12,low,40,Medium
24.558753574828454,6.910866418609473,6.810880879473484,132.35598752516398,50.89201793278428,3.0883374696662056,41.55463524900708,glass,medium,10/14,medium,65,Medium
27.562520177820858,7.172697348262566,7.073111468792542,120.22949519570446,52.1233273018292,2.0321409543836166,67.50942221542817,sand,low,10/14,low,45,Medium
27.06098851350449,6.991568605317707,6.981660725162669,44.237335491661774,54.18355759573576,5.518687815086374,52.982914627881996,sand,high,14/10,high,50,Medium
28.3838062888274,8.062427287885132,7.823866372844744,57.543673544425715,68.37469507889459,5.579807589809038,19.87942935024642,sand,high,10/14,high,35,Low
26.832227564272916,5.108407147759258,6.327445140056577,158.49514879892766,38.84821518767851,6.014514340819486,61.3561844086217,gravel,low,10/14,high,0,Low
27.413160988507308,6.521120013298893,6.901096296063398,160.67893565312875,31.994707806090194,4.1493583343692375,62.49379741322168,sand,low,10/14,low,40,Medium
27.47188796034834,7.4995416339424885,7.032191756994486,119.81245734739275,57.22430686280892,1.8862724187844626,10.470450464717043,sand,low,10/14,high,75,High
29.411764388265862,5.720520799721003,7.172350729847586,136.01712512648191,41.41943438885812,6.217587226227279,44.388677728105684,gravel,high,12/12,low,10,Low
27.033554396051954,7.432266534656073,6.789132147692177,139.7125388845479,36.65294570611799,3.013838190712148,21.565066560015318,gravel,medium,14/10,medium,85,High
30.182478972876265,5.7647683726227905,7.016652804911487,160.86364626418407,42.05199275172805,3.4120838920439707,25.42402606061495,glass,medium,10/14,medium,40,Medium
26.795389081293024,5.906518509259381,8.000483063763111,157.01999991062553,60.779952792695134,3.47425659179955,53.87565079675378,sand,low,10/14,medium,30,Low
26.93558602510235,7.459337444101149,6.24022277296366,117.58424973218496,42.534980701759665,3.4659402726951116,29.50071922789468,gravel,medium,14/10,medium,80,High
25.673412787426564,7.142334048971194,7.619628268002395,130.68175433507048,40.57400263275906,6.34882810675115,14.133410626924356,glass,medium,14/10,low,45,Medium
28.405963795708953,5.286349053582956,7.57928806373851,60.950055113595326,54.98564183496711,5.07555823009111,73.22529879963528,glass,high,12/12,medium,0,Low
26.224597930075646,5.247251028933906,7.22117376930662,68.39908754616205,54.76723200482007,2.867631472682694,47.318629752118326,gravel,high,12/12,medium,55,Medium
25.922450513064387,7.3699112756410035,6.512134142699337,54.01002742527836,48.63743539096513,4.702357433284003,36.76541088388592,glass,low,14/10,high,75,High
31.42129795014536,6.086915104919732,7.481508156323119,82.01950185391443,48.57151971987325,2.9420761105375366,60.00845223173773,sand,low,10/14,medium,30,Low
25.383775378738164,6.791630707916986,7.103328430285333,86.1339152673327,57.2885695363855,4.752283560580597,52.36765703715392,glass,high,12/12,medium,50,Medium
27.6212611856799,5.845709690031609,8.197206225165678,80.4255705401043,42.55148338248948,3.937522023776832,64.67049191117118,sand,low,10/14,high,30,Low
26.14903014433133,7.6462080426117085,6.230284219775448,96.880872872687,44.1560390560263,4.721226520572027,35.70704265895413,glass,low,14/10,high,75,High
27.73614202601767,5.171516436238774,7.355345447206024,147.04495305509147,50.035410791708784,5.249293574752781,13.33973954326445,glass,low,10/14,low,55,Medium
27.37748061354693,6.2801934181511445,7.015550180130209,66.78543511263999,55.09998309246391,4.404434570296359,73.3709921063307,glass,low,12/12,high,60,Medium
28.27969514357918,7.937390442132459,7.469955374216951,142.51143717344812,49.03998384367006,4.721237618402508,30.70292151478423,sand,high,10/14,medium,70,High
26.92923652720915,5.992725835291878,7.799470775161106,131.22112389878083,38.392673738458875,6.064113265907602,27.786155019793352,gravel,high,14/10,medium,35,Low
24.78532768385458,7.565338462595995,7.702734935215951,55.05217009857597,60.113945887508436,3.9316956449060876,60.654729862913854,sand,medium,12/12,low,15,Low
27.007437946812566,6.782800914702904,7.603965444561662,63.16328360479837,39.60346469622945,4.07359915735756,21.281065200380304,gravel,high,14/10,medium,70,High
26.01846498990876,7.932298812163524,7.116217376763733,140.3108422550355,49.31164391139726,5.327424232936346,13.370550886891513,glass,high,14/10,high,70,High
26.749101675072733,7.8812729558411085,6.751952479521117,123.22868709638186,47.30871296688196,2.7526775787348954,13.510148277185975,glass,low,14/10,low,65,Medium
27.804148711658613,6.582910525976652,7.67130853866138,132.25201569556134,61.917654408255714,3.29889188150938,35.744135755350115,gravel,low,10/14,low,70,High
26.97173933335596,7.525767085337889,7.906364434295503,79.06810949184037,65.71681185399643,4.730329498141792,50.67072282167085,gravel,low,14/10,low,50,Medium
27.075728995571748,8.325271472579596,7.24119189966811,53.62061499883592,63.383757573918786,6.424273855128098,11.966236762068064,glass,low,14/10,high,70,High
27.05564527058458,7.798648131850908,6.421514094646928,66.21184999209147,40.401386804125984,4.328526604006878,49.56180615024036,glass,high,14/10,high,60,Medium
26.833761188079816,5.889415200344945,6.557957342165085,44.95824914162331,54.877125743829104,3.509812780127628,19.778235948464026,glass,low,12/12,high,55,Medium
27.973557456299535,5.577530528093724,7.38294744784192,44.90047967870001,56.11246654773087,3.039479504106256,61.836303419583366,sand,high,10/14,high,25,Low
26.642328101116114,5.979296128420733,7.076306362928092,149.19251930580512,68.59115913693694,5.117569477287006,61.34854705176046,sand,high,10/14,low,10,Low
28.906825582993584,6.409236847148541,7.1556363909189935,50.423435613722084,37.5537058732101,6.059412598975769,62.98260313232082,sand,high,12/12,high,15,Low
26.23719551297901,7.514551232849357,7.489974844867579,44.402336488172175,42.40799627154846,6.800903362101553,55.365148725376116,glass,medium,12/12,medium,45,Medium
25.021517731289936,5.493422171208138,7.053970341718642,86.1233173274495,64.04317499734498,5.064574843272058,58.80978763863574,gravel,low,12/12,low,30,Low
25.89266405091127,6.40978456889764,6.652907878024923,140.34016904523907,47.94482593123773,4.632028180066077,46.97275032626353,gravel,high,10/14,low,50,Medium
27.187112258602696,8.13300028939173,7.166038396526715,83.17294878038756,51.96697917714755,6.454129811915994,26.5940337007328,glass,medium,12/12,low,60,Medium
24.96921300094058,6.152675333059412,6.345429677628905,65.79026682136774,37.26926243023098,4.63452458237489,11.402689593664942,sand,medium,14/10,high,50,Medium
28.130387216968135,6.360378136887011,6.689137552082524,46.655907887782455,50.933170831757316,5.0608782609909735,27.68206913401468,glass,low,14/10,high,55,Medium
24.711415057140655,5.717306762856054,6.596340783542261,105.9193244796626,46.23198231795058,3.253622630819345,62.820385042041174,sand,low,14/10,low,10,Low
25.298352687174116,7.022234902121259,7.0490486935659495,123.4962974260784,43.410707382926574,3.7395445197736144,11.480231246754503,sand,medium,14/10,medium,90,High
30.105383434576776,5.806947129731164,7.714542093424582,150.89769026622986,50.597422478323914,5.655088001233286,36.54470093215342,glass,low,12/12,low,10,Low
28.99733060229337,7.151751925972104,7.057334097333676,151.05583979870818,43.84074278951176,4.928339579683868,29.973463433435263,gravel,medium,12/12,low,65,Medium
28.79182812519124,8.324945207018233,8.002570648986682,92.02779941725963,51.38036937263937,6.770710647890778,31.125486470963832,glass,low,14/10,medium,45,Medium
27.732448642347926,7.733032572199884,7.625230300136473,152.09281032899185,40.673738056750075,2.9633505221293523,62.522569070365634,gravel,high,12/12,low,10,Low
28.017332529894837,7.496369852262613,7.004117827751378,56.33185093820402,50.90031968936583,4.699768618172683,36.42126928725621,glass,medium,14/10,high,85,High
26.791053305301016,8.453377812289222,6.3983756671096215,124.73088138016776,39.27088758728559,6.039322254956427,25.792913307046994,sand,high,12/12,high,35,Low
26.35339887478855,5.8807516530851265,6.7360509103389115,106.51396308387345,42.22297765330321,6.881934507877229,12.183764454063443,glass,low,12/12,low,35,Low
29.361154143964267,7.292207183802682,7.502787146990397,148.9061331993837,38.971510406997766,6.763051357190511,52.68669549779869,gravel,high,12/12,high,5,Low
30.015615256913353,7.807330629716592,7.353736695137566,54.44235235606254,64.4402349222099,4.152361771221545,40.05642230481968,sand,medium,10/14,high,65,Medium
28.0883898930946,6.6055650790479365,7.1176649656770286,112.03968377444406,48.37852243259246,5.740955723018472,61.2546037765921,glass,low,12/12,low,30,Low
27.965697600885033,7.189494945715053,8.393358050843194,50.25175706765487,43.17271477477013,2.0512592730109422,68.82753053334366,glass,low,14/10,high,35,Low
27.314920538754553,5.877859692475791,6.706195723401735,132.82474900176035,62.587497431166774,5.6286480709802165,31.10476926585459,gravel,medium,12/12,medium,55,Medium
25.374772088283393,4.902589204912102,7.923409140710623,80.05812828540213,65.22705918660354,3.8772617481944778,45.62486159528475,glass,low,10/14,low,15,Low
27.82832252255609,5.133203011316095,7.116253286083855,121.07132686474176,46.2860316650478,6.388261822830212,66.79885300262295,sand,high,14/10,high,20,Low
27.346404432740403,5.949599351180662,7.085803078566144,82.4543288063681,55.91849194657724,6.62412760114492,32.58661771460824,gravel,medium,10/14,low,50,Medium
27.620352210154223,6.822105758931839,6.928358193314434,132.2505317151373,38.267266642946815,7.2318018312398245,36.530208062981764,gravel,medium,10/14,low,60,Medium
24.664870381883528,5.187640618210553,7.388589484655236,67.70627643132899,48.217634821389396,3.4551087164949474,54.61652427849761,gravel,high,12/12,medium,25,Low
26.532706070316404,6.903794914216825,7.295326353642199,44.51176998348401,55.5247557367384,4.345852596284084,13.499112715528971,sand,high,10/14,high,70,High
25.978837590808354,6.153446822219435,6.64199345431393,83.17554760062089,46.25250413268496,1.9699120590709014,27.847003956764393,gravel,high,14/10,medium,45,Medium
25.78035344495893,7.071194029038153,7.11836660718874,104.05903185407044,35.28143396214096,6.111488467403397,13.788243508964477,gravel,high,14/10,low,40,Medium
29.075059943526735,6.47983757168366,6.801011481943129,64.64176153204501,59.337435066112924,4.183438395075055,22.60641150442858,glass,low,12/12,high,65,Medium
26.748935972663944,6.925150996067905,6.181551983223243,155.90239677461193,39.556063888168346,5.379735097381072,61.25633163017027,gravel,high,12/12,medium,5,Low
25.99939421708174,6.818661901669384,6.580066508644677,47.018286838676666,36.41238071509422,6.282298487757433,31.65237336812096,glass,medium,10/14,medium,35,Low
25.707713282689813,6.816912134053634,7.667609855052063,145.87308017865823,59.31619984080891,2.8625426345841403,65.64424055533676,sand,low,10/14,low,25,Low
25.839611752568672,4.9025918911438335,8.099680918895354,79.07320883466538,33.24511226895334,2.948759041613841,67.53211076109883,gravel,high,14/10,low,0,Low
28.410970712555187,7.867398408020454,7.533337627896199,55.90465991418832,42.41999148794715,7.261185632703985,36.4509257656915,gravel,low,12/12,medium,55,Medium
30.36932472051477,6.200868624135625,6.629682635034374,99.78305558813602,39.33917284724088,2.7275286401530328,35.1480448655515,glass,low,12/12,high,40,Medium
26.30954282500835,6.14090074000379,7.3407602228226425,84.55719502093189,50.67378554922197,2.6153585034609503,40.41229031046784,sand,high,12/12,low,60,Medium
26.69546611464814,6.133397097735131,7.741926831942654,89.74649031934193,53.83375433100931,5.703363909913972,50.959659058546606,sand,low,10/14,medium,60,Medium
27.70082112865209,6.416071046611261,7.301771901223955,97.98358665305679,61.19882019117403,5.323304254534177,21.19957553078902,sand,low,14/10,medium,85,High
26.77018722617009,5.289657847857116,6.300612753766189,140.60896475932282,37.41275189430455,2.9305337328668037,41.158671473450255,gravel,high,10/14,low,20,Low
27.766832703388875,6.479209077514197,6.783429730139943,90.31890872629658,61.987398185797566,3.676525038763109,57.432223683914586,gravel,high,14/10,low,45,Medium
27.49353862129486,5.477937548652327,6.639878688980026,58.37287602818154,55.42966905952441,5.547658345795449,63.36762702326191,sand,medium,10/14,high,30,Low
26.395400735244003,5.203376703282363,6.580769563291005,145.87417228897135,58.66704562623899,2.6837336042839297,72.68870454177788,gravel,low,12/12,medium,30,Low
27.354969705033817,7.715136558566992,7.012955819729585,74.6320914958797,64.11893264264481,2.714335933648081,56.50020787539445,glass,low,14/10,high,65,Medium
25.211301534211383,7.469387565582467,6.347674892018425,114.8176293545548,47.27224158257804,3.5734051022825906,64.58111463323984,gravel,high,14/10,low,15,Low
26.409698976050876,7.118004520483179,7.024909839799583,137.94287180362815,61.08604360181982,5.084622162362347,32.42666072415263,gravel,medium,10/14,high,80,High
29.044285726883533,5.298776373612869,6.4245098746004485,142.93909368943977,62.20723381786603,4.993290153034567,69.68569353903705,glass,low,12/12,high,0,Low
28.97145296208596,7.5833736836887375,7.22234626268282,146.98466433885065,35.878743687374424,6.73169901842006,62.64987312030903,sand,low,10/14,high,30,Low
26.295105100457352,7.984715758733051,8.218856748233742,69.4855997481039,64.76904320652439,2.6379482308593225,29.76231412724361,gravel,high,10/14,low,35,Low
24.187887868269495,7.422972463740153,7.521772103678485,119.4828927887103,64.59157889586439,4.340076677929697,72.86273009447433,glass,medium,14/10,medium,25,Low
28.547195796775757,6.496045631552226,6.030939522576535,125.40397414333286,44.67279859890358,3.79080723525112,58.785176410367576,gravel,high,14/10,high,40,Medium
25.84718986249653,5.343866817271702,8.074488290823817,76.33252587581349,35.732743094993246,4.606395071627349,39.24864910628854,glass,low,14/10,low,35,Low
30.330619943974252,5.504492722607442,6.310416587117794,136.46606097773042,34.35615535800284,6.05826987099664,26.04175259660714,gravel,high,10/14,high,0,Low
26.45806579611153,6.557596845912584,6.786824624099385,139.8359824048543,37.15556831465973,4.233326483660003,48.51679130735844,sand,low,14/10,medium,85,High
24.07612118829181,7.478926392386848,7.110536521939561,71.83516082085578,60.023217010848214,6.403669229641613,19.030634509785703,glass,high,10/14,low,15,Low
25.307277655043194,5.93045404822494,6.657902866169488,151.0906678305725,41.944932292738756,5.727712133881096,58.40016823734592,sand,low,12/12,low,15,Low
24.780333548872857,6.985803615149558,6.953832804603838,106.56013544338879,40.725526096242156,2.009914876167482,31.544387882617844,gravel,low,10/14,high,60,Medium
23.598250044660407,7.248523297376808,6.574209581666794,137.12709441755928,41.823179444575594,5.544127213396556,14.15343932214253,glass,high,10/14,high,30,Low
28.668201484339257,6.581101321043602,7.315122089047816,57.731722617017866,61.52392210347997,2.3413874287455414,38.874153663895385,glass,low,12/12,high,65,Medium
28.82155026620553,7.530085923870727,6.585144542088197,94.7459771166056,36.167416571672334,5.375610113205466,27.943077063041052,gravel,medium,12/12,low,50,Medium
26.772778848973232,6.506356394613907,6.813726823223156,92.94920891622232,35.564070063174135,4.476960987674531,29.193190251682875,sand,medium,10/14,low,80,High
26.53607233614062,6.034902860439738,6.933207414776445,158.38725666322924,61.47085179356112,3.1515379464186384,58.119429393717844,gravel,low,10/14,medium,65,Medium
28.14198458243667,5.815260002718431,6.97064847015722,81.48565012639068,52.53765209487504,6.892543706382946,52.657700068747296,gravel,high,12/12,high,20,Low
28.103135503220358,6.271724623204959,6.631937131840725,160.55657804225464,48.148560734838576,3.7434490389354145,36.1744821856419,sand,medium,10/14,high,65,Medium
28.125403344765367,6.4851314674446385,6.619101071598206,139.47840117476576,61.574382455945624,5.636443506332238,12.775464311459363,sand,medium,14/10,medium,65,Medium
25.571056651826332,5.392213659324659,7.915869871957586,108.5608528432181,52.729231546140426,5.305486148398144,14.899210767759346,glass,medium,10/14,low,25,Low
27.422017311926012,5.729565821731995,7.520912094361881,95.6820350118608,51.430310869073445,5.039026893466499,28.33777409709545,glass,medium,14/10,low,50,Medium
26.85748902245374,7.516925304993801,7.659585848743249,125.05514989202867,47.86855358161878,4.622359767205342,55.23883727432843,sand,low,12/12,low,60,Medium
28.158436030508145,6.68356183378687,6.914135580642566,133.7750736029187,47.43987060173698,6.954878101549011,27.582155554074788,gravel,high,12/12,low,40,Medium
24.826316884824053,5.544519501631974,6.339827613564322,137.79879440823714,48.7235322218547,5.386630509401548,39.50744314885755,gravel,low,10/14,low,15,Low
29.131759821229757,7.347420148101681,6.12426178914447,156.97489755525936,43.23728448499475,3.9582784845392487,21.37742225881801,sand,low,10/14,high,40,Medium
23.430327393000738,6.211544733584876,6.533816195122262,117.47278437982425,40.44313620718209,2.9949607492096417,37.68961018333955,glass,medium,10/14,low,35,Low
28.03079336511167,6.559849858503602,8.313781498443431,87.1421418706138,37.662431491417735,6.632343504446472,28.77501722841206,glass,medium,12/12,low,25,Low
25.158418648910644,5.003487789923956,6.669573583585408,131.3588755898012,33.475648684869086,4.278900649582932,11.685755642254982,glass,low,14/10,high,55,Medium
27.15595878112866,7.040368210066428,6.534517809150341,119.8046314553779,42.61173334651072,6.6821846555305395,26.075365790967787,sand,high,12/12,medium,50,Medium
27.230359188919547,7.666217229645222,7.465929595356424,138.99446220564704,52.57049784121974,4.891173197327536,18.593716190461127,gravel,medium,14/10,medium,100,High
28.01282668009102,6.35838156093336,7.070358470816674,75.88267940534489,54.582552971169434,4.754096893674622,11.953099389199176,glass,medium,10/14,medium,80,High
29.022407286427466,5.853199903528368,8.17686929114548,71.22061724869414,38.75175987639942,5.211952147721137,16.438427576938256,sand,low,12/12,high,20,Low
26.12245635143693,8.059768468756161,7.0279349188526545,104.43018872197544,45.48896533257125,5.119414403521267,21.028622887975647,glass,medium,12/12,medium,80,High
24.275376614895926,6.2745117399864325,6.241779073036379,87.92771000125974,48.166064009931276,4.501816427996271,31.21262834585593,glass,low,12/12,low,35,Low
30.39049879700497,7.467553252787506,6.933809640755718,91.53160153905839,69.9302262511288,4.613139691583702,43.72027242235251,glass,high,10/14,medium,45,Medium
25.427387544268118,6.10487655412256,7.9560329190261205,129.81532559386332,51.94672419287746,6.859463311554866,35.77341781631731,sand,low,12/12,low,35,Low
25.1986326451478,6.24586890721192,7.77191617345051,164.54101867317075,65.35262657350557,3.7282076214496764,64.12614030205877,glass,medium,12/12,medium,25,Low
27.18020453984113,7.843965134910626,6.329180247150787,103.09676306945562,43.776589015685225,3.847552612306725,17.721184453628506,gravel,high,12/12,medium,60,Medium
27.560129173433154,7.955627953290007,7.103281408272152,82.53650529410744,41.082243947831635,6.0330068918714765,28.967287532855163,gravel,medium,14/10,low,70,High
26.686372294792417,6.210664413732282,7.338545586376828,73.88758682451086,38.95613528966085,2.9373516256859635,39.91502553342516,gravel,low,12/12,low,70,High
25.299056138389854,5.76232581408515,6.52241057882674,105.68172536262868,44.5265961108123,3.154199735926395,70.00172671902567,gravel,high,12/12,high,15,Low
28.85911920479919,7.55156215286966,6.753643484806047,39.6236738587083,66.06817365986694,5.412150388438776,14.638832440613559,glass,low,10/14,low,35,Low
26.712145528356935,5.252462337282779,7.824563924373931,155.48203449606677,57.294041864133845,2.2556781266863135,21.68851415370903,sand,low,12/12,low,30,Low
23.023097509622666,6.223086166486227,7.316719384665412,41.298851254772735,39.73667671871426,2.277237652993362,33.20299762423909,sand,low,14/10,low,40,Medium
25.987792200843852,6.808337477052965,7.5762456517019565,101.29744190595824,57.94104672029265,5.11810151393546,33.59817241957341,gravel,high,12/12,medium,50,Medium
26.181285429587618,5.691936273082657,6.233202459126404,140.85640517491572,41.233510532747324,2.7157991779447714,22.4338096700127,gravel,high,14/10,medium,40,Medium
28.193588083227052,6.774953746334161,7.926617390923347,53.27970843658948,41.652623639855754,4.061470802823932,40.62233878205557,gravel,high,14/10,medium,55,Medium
28.148700926295785,8.724415093122323,6.846736722531647,104.27586277456274,53.59045342759658,1.8804870481719271,64.84483402014637,gravel,medium,14/10,high,40,Medium
28.627718247462905,5.3135282575685645,7.403554374246128,102.43331820407371,55.22625772857379,5.460951810138846,42.417423649158835,glass,medium,14/10,high,60,Medium
26.18555322303972,6.619306167955362,8.014403429702211,129.321927831515,31.47126205017735,4.338609836097842,48.78780940734709,glass,medium,12/12,high,65,Medium
24.792169210069847,7.5166911361512945,6.403370187722921,103.00630304586744,35.90513411003836,5.743397942983868,23.486504356689505,glass,medium,12/12,medium,30,Low
25.691260006733298,5.724846958275353,7.580349155369743,115.07276357827136,57.663418767645986,3.3915608113839193,26.003023347028563,glass,medium,12/12,low,45,Medium
27.372993176798573,5.989008810393182,7.5646473870645305,151.40182817315875,46.852559185424916,2.993999982663284,75.74546800307643,sand,medium,12/12,medium,20,Low
25.91066925793773,7.391087315399396,7.158521093215144,58.28479542892926,36.68770724032633,6.216224961654161,68.32852579245287,sand,high,10/14,high,15,Low
26.928077908422782,6.0368202682666245,7.734731373291662,166.31220554362739,41.29312696903994,6.543666719509739,31.23936702979295,gravel,high,14/10,low,35,Low
26.314208735282918,5.952281233891718,7.002294152134513,129.13537273231572,44.536826126084605,2.2652676742341944,11.518773376795078,sand,low,14/10,medium,75,High
26.857542305016704,5.844844342641212,8.379214731190544,43.68442380102085,51.02004395630083,3.492558486118913,45.28230101286667,glass,medium,14/10,low,40,Medium
26.12899503124746,6.376338830076843,7.041416740028187,88.1102711093439,43.42101518557906,4.959753900784002,34.873200199530295,sand,high,14/10,medium,85,High
27.29002630935442,5.538132714790413,7.768733063485658,45.68127949522496,65.71819587314494,2.7076349200989234,21.138330597493596,gravel,high,14/10,high,35,Low
27.286771828971347,5.113999900286493,6.710927653629044,44.28739944074695,41.44008305794013,6.848560169841656,36.84876621160641,gravel,low,10/14,low,30,Low
26.055077583034905,6.142418985111567,7.525329094532481,144.68218885090636,48.464111825833164,4.483706182948393,65.30290909874391,glass,high,10/14,low,25,Low
25.786665339537176,5.371513445071183,6.934898246095901,76.03969525473589,53.509106891558076,4.2536662404105146,55.18266038848289,glass,medium,12/12,high,50,Medium
26.666377578023894,8.003602831411516,6.326475799149696,53.69670939322243,62.87599906326912,5.491876325550636,43.44777561706724,gravel,medium,10/14,medium,60,Medium
25.92234655322368,5.497863408977504,6.82930467571077,132.28862073398395,51.18053974420847,4.602302446492535,40.33375056956951,gravel,medium,10/14,high,70,High
26.89589641979927,7.423805411039608,7.203933412532425,166.9660704004816,57.35171860287428,4.593326783925352,39.29631615081601,sand,high,10/14,low,60,Medium
28.292301201816255,5.985055915111547,6.710860107487146,69.36699957396716,58.398888827656805,6.354797695880126,52.10749922204969,glass,medium,10/14,medium,20,Low
24.264315571083195,5.339733398014037,7.682607898167557,119.44021285152397,40.40263631143388,4.360816721251621,13.685441132920651,gravel,high,14/10,low,25,Low
27.35264836632915,6.633335535768713,6.5668368541090745,50.898943237220514,49.19653105322394,3.404436960883316,26.229576399985643,glass,low,12/12,low,70,High
26.729990369797516,7.579823651278909,7.5105377695308215,66.46722462718316,41.34348402659418,4.53304391546319,20.22025170981926,glass,high,10/14,low,55,Medium
26.989879942945535,5.245017980085199,7.326453365436565,142.5523340332013,51.025940539520974,5.388837878582068,58.666707057409795,glass,medium,14/10,low,45,Medium
25.653736827507984,6.785420608481097,7.415151447080496,170.47448830568916,53.124747129252995,3.642268394676217,41.92585231335819,gravel,low,12/12,high,75,High
25.957343301732614,6.556482494372199,6.908184124313888,120.02735349897802,41.621477502090656,7.38876257904961,63.68296899976574,glass,low,10/14,high,30,Low
30.412704602107794,6.308091987876031,7.84615290356401,92.59477679448271,47.90903184719395,5.784373367871318,53.15207356060011,glass,low,10/14,high,20,Low
27.114520149350312,8.313366680683906,6.873031277258552,56.36728057592558,51.8533629018942,7.002896431378123,52.71601180314145,gravel,low,14/10,low,55,Medium
25.16352694012528,7.378153552909021,7.642086511730035,135.58621653685572,53.71701531492538,3.501400492076085,42.94262114312251,gravel,medium,14/10,low,70,High
28.58430577161841,4.875188017123482,5.988592615437945,156.25434725874314,41.48453584557052,5.080480989177289,64.39379068636158,sand,high,14/10,low,0,Low
31.179704719081855,5.616007861794726,6.273184374528777,96.09603415454818,60.62598140465424,1.9564375463836952,22.440465560761133,sand,low,10/14,high,10,Low
29.027931689417308,7.449443280086981,7.012154952118403,73.40546821705297,59.6933541447013,5.218816263163417,69.96996716081875,sand,low,12/12,medium,30,Low
29.014400268388265,5.012779106132921,6.498935003860966,64.28551940422304,62.27184616410767,5.450440479435974,24.17644946231229,glass,medium,12/12,medium,15,Low
26.065929312293953,5.296800653671512,7.213898293717506,134.74051661044223,39.61943790814696,5.244110746224105,57.61781749298174,sand,high,12/12,medium,35,Low
26.365281898461777,6.606633854801493,7.826683672281105,69.59536115220995,49.0006158678616,3.6709913264386094,33.61043868276917,glass,low,14/10,high,75,High
26.36597728372261,5.125174383355153,7.930807615609701,137.9566371296178,37.10085547902555,4.415005158436662,41.033434631069234,sand,low,12/12,medium,55,Medium
29.352427565704136,6.098305018276852,6.7717845340076295,118.34077660981646,50.82332110939577,2.754504900670257,57.48641820322325,sand,low,12/12,low,25,Low
29.207474414253934,5.897064873919322,6.729223139367791,83.26546943447337,60.593972695639614,3.469114114442348,59.83695753510896,glass,high,14/10,high,10,Low
28.704535840758616,5.122942814808693,7.580952210132257,152.93478379323022,44.12432266871831,4.772698198402785,15.087449447062893,glass,medium,12/12,high,45,Medium
25.59826358103537,6.079967807330163,6.836310180845344,37.53834783814682,36.747604798885426,5.154831815953539,13.419311872946896,sand,low,10/14,high,60,Medium
28.891660485640784,7.7231297112591575,6.46665810366245,128.2951387477242,63.51293479593888,6.357880945063024,59.085174222358994,sand,medium,14/10,medium,30,Low
27.928538168934864,5.9263397141312515,7.2192441528718625,109.48280959813226,44.415409046849796,2.9062579674523663,32.259060560277945,glass,medium,12/12,medium,65,Medium
27.487039738997694,5.201384923370941,6.678663128052998,81.53353545799239,39.590666320675574,5.861166599728556,40.59591098728048,sand,low,14/10,high,60,Medium
26.388195928157646,6.773157098256812,6.864980561473014,52.038891056219875,49.863760363650755,5.361672150467142,50.54235088055403,sand,low,14/10,medium,75,High
28.79985794756382,7.564714878667991,7.203219236082571,112.91985477662321,60.4428388824211,4.636746389924226,35.07958352989963,gravel,low,10/14,medium,80,High
27.00974364578799,8.327840291505941,6.850700474285675,131.7450352038374,58.6731977283441,6.869605265740104,15.081359079357494,sand,medium,12/12,low,65,Medium
24.21812810949173,5.775037099940348,7.542711490014733,48.1183896268073,54.670894119486434,7.16466747440917,21.649980878399866,glass,medium,14/10,medium,15,Low
26.491272725393593,6.28707886635197,6.896910613369913,56.176725375798746,36.43392775607463,4.403691114401968,56.656148730941666,glass,low,10/14,low,60,Medium
27.718146355636097,6.998069287581057,7.015205744679555,123.56207841581525,52.83648813263506,5.921346873378794,47.80739121945892,gravel,high,10/14,medium,70,High
26.777385408791037,5.767299341524731,7.501128818857956,54.043701238948834,39.104346973186665,6.181835016910075,24.760751494182497,glass,low,10/14,high,40,Medium
27.265470887680767,5.719466369623886,6.9608633028908855,104.90515626244422,47.76383828934628,6.74853156593265,16.886485106850273,sand,high,14/10,high,50,Medium
25.28138061004047,7.484564590193173,7.357554972526225,67.14663594889582,66.79685406588423,3.4569569149303088,54.88821562484131,gravel,medium,12/12,high,65,Medium
