Temperature (°C),Dissolved Oxygen (mg/L),PH,Hardness (ppm),Humidity (%),Density (fish/L),Nitrogen Load (mg/L),Substrate,Noise Level,Light-Dark Cycle,Water Flow,ECI
27.749907521315276,6.0027171910443915,6.373678407814413,115.02302870751925,55.42219150530771,3.3225809803857853,72.81005659193222,gravel,high,14/10,low,25
27.464490396654437,5.122424075003867,6.3219674666592205,130.0536204152006,53.481319192500415,5.710706520935873,57.69690392319645,gravel,medium,12/12,low,25
24.527023852700037,4.892818579752894,6.318236640446822,106.54699955506963,45.148774185036004,3.3582095272590764,40.703514336354395,gravel,high,14/10,medium,10
25.427345850771683,7.024089517302126,7.390147513776114,119.13962203816632,47.392428192541715,2.401208937648453,14.54636750972519,glass,high,12/12,low,45
25.352755203283476,5.989385619946401,6.255694281986605,115.6870895142662,56.50044596409656,2.081049153308693,48.52839143190803,sand,medium,12/12,low,30
25.30776967104613,7.310188826540062,7.135881227237822,65.16485859733655,67.62051361730856,5.231963605363806,43.99241179514175,glass,high,10/14,low,40
25.869495079942144,5.928822567809836,6.76222001231182,96.70968640161877,43.53445201175608,4.29023868241303,41.07120285952781,gravel,low,10/14,low,50
27.698955551911858,7.151999685939381,7.073077539027742,136.44597466996987,43.03051593108774,6.074694374109115,44.06972785785396,sand,medium,12/12,high,75
26.45179831055457,6.015575690081607,8.390769490455305,129.31545865666564,55.02817237813462,6.33090530301124,60.39843672466179,glass,medium,12/12,high,20
27.656973170128214,4.982095638482944,8.106648506242731,117.07024367078834,53.69544170957206,3.1091576231883877,43.64963783149391,glass,low,14/10,medium,45
28.411587898058347,7.774882447403298,7.5799788166975395,130.23861812977816,39.67909313880963,5.70771871511428,49.72385161776831,sand,medium,10/14,low,50
26.48122210798338,7.948133586411239,7.028037004255361,170.75153218193773,44.78457919369667,1.9955318479963966,45.684671264116815,sand,medium,10/14,low,55
30.830590913114598,5.007840622779808,6.820195663480864,121.18257493853753,63.58350811400587,2.3257593602823805,47.37693293498257,gravel,medium,10/14,medium,40
27.527232283351434,5.3736540484851245,7.733167602396356,87.88754300752423,45.469490352034974,6.310840580306021,22.80181002261267,gravel,high,12/12,low,25
27.49652445892497,5.921864473522341,7.466431956179843,150.61535719785806,40.1737724589796,4.403841659420043,66.32389776729588,sand,high,10/14,medium,25
27.94934829393309,6.403925376854155,7.835182865620168,70.12378136202838,42.33572799071199,5.583231990450448,22.14085537072721,glass,medium,10/14,high,60
28.23191954023748,6.862729089323972,6.835016442976064,62.468390518674354,44.65443585875914,4.594696689542448,27.38244883871372,sand,low,12/12,high,85
27.80289784638944,6.754907816014567,7.5637483611022125,142.5620254406288,39.29562492082898,5.233194525292307,23.723235732742793,gravel,medium,14/10,high,75
28.161535210140112,6.450633953250493,6.92002975274206,38.11173768708398,41.463819375783125,4.585921914987104,60.63746734066798,glass,medium,12/12,medium,40
23.744296879240192,6.367102239109721,7.272789015365904,73.0687614371815,39.071173608556585,2.3524566732714254,40.058273230926275,sand,high,14/10,medium,45
24.731633164757774,5.772940673527087,7.5612358661802315,156.4479935596757,46.95653559249202,2.9595356365361694,27.605503356218804,glass,low,10/14,medium,20
28.258477216329535,6.103523516928524,6.495461680352702,98.87013730256709,37.452055284623285,2.8923125077801464,12.390995393198367,glass,high,14/10,medium,35
27.75668849621346,6.762368258274687,6.91544345091376,133.06725466957508,44.91497771620764,5.38304883184245,22.43176001831048,sand,low,10/14,low,75
27.709055273256723,5.310939236442427,6.73828237958754,98.7086845606916,41.41363916173682,3.5088494026440618,16.07993674975025,gravel,medium,10/14,low,60
24.487350606329873,5.66358555873769,7.52879361772489,124.70941999790789,37.23320935095865,6.797977333888587,64.53571184464191,glass,medium,14/10,high,0
25.841239146344297,5.712722463993365,7.639123842513263,127.21659393822645,46.663598644148415,6.910094806218298,64.24567407117726,sand,medium,14/10,medium,15
26.520436159971077,5.672318920707485,7.17624035594,133.96447403165394,59.088931302589195,4.908334260937545,58.607515988091286,sand,medium,10/14,low,55
30.401114340876635,6.375232415696884,6.658026650916396,96.608379963244,58.12194906799,7.042616520587367,24.837532629258394,glass,low,12/12,medium,35
29.551604788173947,7.423982053514358,6.912391391205381,45.1824525230487,38.73506198479983,5.796228914632965,14.09441016728949,sand,low,10/14,low,35
26.400310596690932,7.335383300608616,7.287721556729802,53.642182229688665,50.747024462996535,3.238579270816023,64.26534586100045,glass,low,14/10,low,55
25.01524079922671,7.371509320487034,6.948626113253788,76.55034901646152,41.06941449210373,6.301949560811982,43.083336815998486,glass,medium,14/10,medium,65
28.850793110769185,6.247369961153965,7.619483549627691,139.5768234033751,45.471826353208655,5.843325149783626,36.960804686400756,sand,medium,12/12,low,55
28.971704010779856,7.388980014491253,6.50709588450869,88.47366282160053,36.79575976747232,6.16774597394447,32.123827902631625,sand,low,14/10,medium,55
25.09771265260144,6.36841363485267,8.024090706107643,126.44476783254447,57.36259149502611,2.704097356645878,62.52402735277941,gravel,low,12/12,low,15
26.238746422171133,5.278188064353858,7.478204411321952,93.1916341047505,73.35615500015584,2.74406732682323,40.11663923597324,gravel,high,14/10,medium,55
27.09646647437558,5.596176023781601,7.24245649342557,49.477534305668755,59.572842926369184,5.644832050951119,51.7545563956673,glass,high,10/14,medium,25
25.63941714026909,6.753215751501559,6.141351935065302,131.1810372600415,68.01879623489157,3.637438046348316,25.569051621925585,gravel,low,10/14,medium,60
28.027257408667158,7.65258979731342,7.009320612651449,62.471810683776454,48.53131365940091,5.213075951505535,65.18329803208944,glass,low,12/12,medium,40
27.1779782398664,5.35678725471533,7.707336008568954,92.73848208734834,43.68423172208533,4.07518677432073,48.0734687792427,sand,high,10/14,medium,55
28.146749945176115,4.7758879692949225,6.491267517459948,102.39915603863452,60.06740651962362,6.502045105135249,37.50519131072918,glass,high,12/12,medium,0
24.255169154752302,5.106744172668063,7.186339627316151,89.22123825892544,63.428482518734484,2.725568037085269,53.405354936236684,glass,high,12/12,low,0
24.86598057189389,5.79231225789311,6.636806595805375,89.8789477437551,35.055623062815094,3.437562450573398,31.09794958685699,gravel,high,12/12,medium,25
26.02507812358672,5.544920534022404,7.090137223846882,144.85316299476756,47.0483002831605,6.18823063553541,16.998829692421182,gravel,medium,12/12,low,50
27.87544069979549,6.999841696752111,6.757601027473347,96.22100628462249,41.75469553329905,4.695758794398533,15.644270835124964,gravel,low,14/10,low,80
25.914260380712438,5.556134720065581,6.899539566401544,50.48746171649376,35.41358014956213,2.5195511831575623,71.4038982824867,gravel,medium,12/12,medium,25
25.79409564265449,6.37818694216372,7.745122175187608,69.40627716895033,44.85484183961666,3.788344437111807,52.036766945474426,sand,low,10/14,medium,60
27.37275960115524,7.0950825223561385,7.655417489440412,92.06561354055418,58.77265655587717,5.581385907360072,65.9108752597067,gravel,low,14/10,high,50
25.72542355309315,7.860450866456333,7.632073697420064,119.98535036583249,39.0756960471302,5.8322273781833,23.438190540880715,gravel,low,14/10,high,65
25.566725641514875,5.46034403394795,7.213189243272312,41.83609717187857,34.311501971326145,3.180410801997814,32.43263894765883,gravel,high,14/10,medium,45
25.905686757224757,7.696960297051759,7.559884832801503,77.68600333807719,51.551358261550355,6.103745647918994,60.46718477251998,glass,medium,10/14,high,20
27.047174197858137,7.67120169585813,7.492497323036223,136.2934873841585,57.34517007151463,5.114149885866004,12.951201122361985,glass,low,12/12,low,70
24.46726590503756,7.791128471991385,6.794512508941424,114.71294559166743,47.84859322451817,5.751485423622157,20.07496320510182,sand,low,12/12,high,50
25.920996474031888,6.9411812674855735,7.531134040989754,130.27622651283107,52.579395844264624,2.2240552863358123,54.756857535777314,glass,low,10/14,medium,45
26.407416921382985,5.923214851135656,6.51314681109785,112.82278610507402,35.837149218256876,2.065590958701639,36.24586807606269,gravel,medium,10/14,medium,55
23.29469560759817,6.47976076939289,7.7845814022646405,69.44435001918056,43.706926348149324,5.645380829003741,59.32518012966464,glass,high,10/14,low,5
26.272340130933536,7.286068456003933,8.012967285999753,79.83442667561532,48.528540059826,6.612170034775997,66.0963799026663,glass,low,10/14,high,20
27.39245558022989,6.751343849635434,6.857031652398014,137.480674218967,38.66143251564313,2.349913055599367,22.205629791410804,glass,low,12/12,high,75
28.30970043864622,7.640493528980855,6.825916460395368,53.39929277072845,43.25837177669427,4.874499789001376,48.11117959543348,gravel,low,10/14,high,85
26.79931533944688,5.056157443428825,6.980026462235997,109.50288867154133,39.4881932155858,5.49962690264014,21.97065886814844,glass,low,14/10,high,65
28.78555274166005,7.5185884470855955,7.297798618795599,130.76811220363234,45.73255856231472,2.3398679196785377,18.673084089063764,sand,medium,14/10,low,70
28.55083138079617,5.256193177613483,7.657505060906826,139.0673115845241,38.47673614920459,5.831056724245662,40.56464498155647,glass,high,10/14,medium,25
27.784378042367855,5.607340902216333,6.971634632549446,98.67088208057383,40.998986396790706,3.515524910561676,46.173296515866156,sand,medium,10/14,low,70
25.158023788429798,7.602001445686993,7.020219301960761,56.16343717133672,58.55942430628642,5.122046597335978,33.56935505278681,gravel,low,12/12,high,75
29.14009609183155,7.7014972121053065,7.9074054857020775,60.97013182788384,60.16927002379473,2.1545584751949596,59.24267361503286,gravel,low,10/14,high,20
25.09810707713953,6.932905958400181,6.513108942244347,135.40961793587073,63.248268233757436,5.670437045297951,62.06437404502961,sand,high,12/12,low,5
28.88604250859787,5.63068502448054,6.6643044733171415,154.60042448952456,63.48526365681917,4.41834164477463,68.23449808508977,glass,low,10/14,high,10
27.87474294319258,6.325988907447497,7.017381663540024,82.40280676485347,60.95908971276893,3.5182191990936738,57.70819958663175,sand,low,12/12,low,65
28.630312674843115,8.312394017332258,7.225439429802978,46.65819903279903,33.65329323606043,4.809320236087466,28.47174302147211,glass,high,12/12,medium,50
27.379035615832855,7.337370552418772,7.427015110943194,94.97477813063942,46.9436301873867,4.4716880988414305,24.609209007239457,sand,medium,14/10,low,90
26.38865302638226,6.4804975556529785,7.810959642634968,83.89318941189293,38.36563673301166,4.609875101859177,21.00842353629663,glass,medium,14/10,high,70
28.63875328421542,7.120171846718141,6.759440993089396,129.75579127324949,52.1070436592839,2.304466779477421,33.088772398538424,glass,medium,14/10,high,65
27.004412275642427,7.474969907968443,7.246523088269098,101.67099991476879,42.51153685720093,3.705984694454953,41.50144472886563,glass,high,14/10,high,80
23.75001832654779,5.565381641821202,7.35776534688552,49.74539089111694,45.23410492436609,3.422608181880927,30.419334122470104,gravel,low,10/14,medium,45
27.321830485110567,8.039154036070979,7.439613246411177,117.28566792209755,38.61449734846652,6.573109775843425,22.0331614941443,gravel,low,12/12,high,70
29.44167756464663,7.106963697970721,8.270145012159334,125.99906745849547,57.19869077266657,3.4326516064604244,37.3926276610311,sand,low,14/10,medium,55
26.739054878642104,6.792053093014883,5.969214786146791,99.325769919863,46.24974450260008,4.633856893777877,10.62501808137173,sand,low,14/10,high,80
27.755585276682886,6.213745284281413,7.035131475191441,50.80269387844768,33.829518391204715,3.263999818034444,37.38616836323456,glass,low,14/10,low,80
27.99824601896427,6.0878950805339285,7.688587372116339,51.273119349647246,50.64492056285188,3.1972197906605966,40.290016052444514,glass,low,10/14,high,80
25.968493797158168,7.16576931151236,7.796632608247452,103.76418972528054,62.88656726670449,2.7215688098261817,27.858818888956147,gravel,medium,14/10,medium,65
30.20621925377545,5.5218093187247925,6.449199452487498,150.53712864893328,49.48622765957851,3.368014405061107,59.246658180194856,glass,medium,14/10,high,10
24.69752045175586,5.942724516242998,7.755746652001604,105.35347194129548,55.381724349946374,6.341029171967015,44.588057677680446,gravel,high,14/10,low,5
29.989736532781468,6.94183106431765,6.994132961986853,131.97325759319273,59.506253810322754,2.562772949433996,51.8976753046959,gravel,low,12/12,high,45
27.316664941063408,7.148405122145907,7.431250870343829,52.498169884566515,46.861573242455634,3.8720174007552686,21.513047350349122,gravel,high,12/12,high,80
28.758242379085726,6.707348570237362,7.276365975954065,136.71100149136635,39.82423746814408,4.567815529640896,44.79654835806914,glass,high,12/12,medium,60
28.469926690164634,7.888181229905061,7.110020571916577,67.31386180700673,34.196391225338985,3.8758885151613787,40.05880186542407,glass,medium,10/14,medium,75
26.538281265075977,6.3149683374689145,7.224801438194718,119.108131298194,40.809108091419276,4.141952106401964,41.13638235297026,sand,low,14/10,low,90
25.74457498563187,5.5018668386509155,7.3035775592022185,123.45489597629454,61.71959831324238,2.2580721447209062,71.69720886541037,gravel,high,10/14,high,10
26.773905276009163,6.600571899050309,6.589103163405901,66.2445915258032,34.826711303315335,4.4998920755274625,68.85019715475573,gravel,medium,12/12,high,50
22.209822988058928,7.342305105410735,7.027027833666823,128.20112974105461,63.57916098352701,6.123298787197577,30.305282566825145,glass,medium,12/12,medium,40
25.59080767546009,6.9748527293547165,7.80381344290954,163.7949951685769,53.16834794721246,5.143499092522213,14.604511746842016,gravel,low,12/12,medium,45
27.21086795127406,6.204063619427922,7.814280636172908,114.75149137669406,44.97037596101574,2.328038128708432,31.606395943516095,glass,medium,10/14,medium,60
27.089993759138792,7.552504126135007,7.955754444316766,50.74114848888106,34.869365589257875,5.3360567346174035,57.64837694065741,sand,high,12/12,low,20
24.933734424480875,7.389056517479539,7.947410125865829,40.89522722751268,51.15505102430033,5.758351093547079,37.42646823905551,sand,medium,10/14,high,30
26.792127125152042,7.682400684918998,7.628241901193888,64.99577359268076,40.10688528284765,3.8513404720371103,43.005988946900935,sand,low,10/14,high,85
28.701515857074607,7.697622611479134,6.912449902739285,158.67403462532798,53.521150811685246,2.7330372101813483,61.908059113271186,glass,low,14/10,high,35
28.80101456188777,5.244557535564967,6.656137307080015,61.458147304124765,38.05452218012324,4.99595134536716,34.99001141285611,gravel,low,10/14,high,55
25.068927132444912,7.592816163360227,6.597734958629714,108.98957213867375,59.67354194759096,5.0550752919172,70.1341369949274,sand,high,10/14,low,10
24.641212124630073,7.24958327596108,6.025601689245204,68.15792165916761,50.093122366524824,3.0827455309478426,16.900508377937665,sand,medium,12/12,low,40
27.68276490369015,5.708837367102745,7.045936902627678,114.25933384386826,43.25712709414116,3.8807189001877878,24.78050338658719,sand,medium,14/10,high,85
27.352493961800466,7.218223190912713,7.070682301281805,152.7711605871043,61.43790780664222,2.2413150070165893,49.52569555606356,gravel,medium,12/12,high,70
28.352290037626652,5.259803166347044,6.878635844331366,140.04943783242388,43.15187647321378,2.636990690366412,32.734886088535085,gravel,high,10/14,medium,45
26.147502738548177,6.484124919087956,6.946495069633072,49.42379955579842,35.52482726874676,5.471612891245983,27.602461731038115,gravel,high,12/12,high,55
28.418022171897636,6.283429284990194,6.613095971291188,75.83020004175427,63.405255058706004,3.3225773601582587,55.8665636486041,gravel,high,10/14,low,30
29.249900336187082,8.360767268574275,6.6072090992784505,79.29725983188648,44.92571162437998,3.8344986043362628,47.39895027871028,glass,high,12/12,low,30
26.858166448937922,6.293314149109762,6.678476211116977,65.87689141335264,65.02264443211122,3.6891274246504357,45.62647603397054,gravel,medium,14/10,medium,85
25.42345881314577,6.254114327900701,7.322905500760177,62.1752112226309,45.038980419614234,5.316400441052696,17.73737038294198,sand,high,12/12,low,50
25.922924271091844,6.6787267105563295,7.385058852984266,95.66866888479872,45.53039460456418,5.178571167372473,54.948010859282654,sand,high,14/10,high,50
26.78449686839729,7.748318012323192,7.358053871875323,95.51927563008952,38.01922886469157,4.90434668883255,43.872470451593784,sand,low,12/12,high,90
28.07673289249761,4.691286675762095,6.675938208146967,93.48318847184669,38.830296977248814,3.5881009817115426,21.110692023101883,glass,medium,12/12,low,25
25.985227484092455,7.743035276393545,7.527629434668926,113.77432406125915,48.950023540126594,5.636681892607642,22.515009985895137,glass,medium,14/10,low,55
25.98846097959643,6.579251134148359,6.455179613853726,111.8252902117785,40.35649922510348,6.110072487621646,23.155010319970128,sand,medium,12/12,low,35
28.184796184956912,7.4084684770665845,7.047450688673043,83.33534243077003,39.199169150251215,2.3393989739787973,44.232954033847605,sand,medium,10/14,high,70
25.224438440781853,7.436927395952732,7.588443559898341,112.63809309699184,58.86090313369092,4.425975019928983,53.963808954156995,sand,medium,14/10,high,65
23.549090218278284,6.557292696988369,6.473471996095561,40.19676049791061,44.33684464395399,4.441823753118712,27.95870383405326,glass,high,10/14,low,10
25.979139853592272,7.001266148630925,6.268604229219287,74.8957466433684,58.52510844152503,3.5906871982159667,47.71253347726041,glass,medium,14/10,high,65
29.683907597469016,6.841802322402928,7.600450948233026,135.3475561336977,51.97569818149902,4.998493852167768,60.85601900275574,sand,medium,12/12,high,30
29.05470004630567,5.990640669311445,8.062632493537802,44.72600929801558,55.71190680759923,2.9005966078675245,32.751961877437715,glass,low,14/10,low,5
26.58412455958425,5.713396968443295,7.41964743483703,93.83163218421188,55.04901484030644,5.424278875930509,47.60125463607893,gravel,high,10/14,medium,55
26.03973783426715,6.728975045832916,7.2531319054730155,126.12999956679225,54.32075448517604,6.4198008484891504,59.91849083724952,gravel,low,10/14,low,50
27.04485654175218,5.148348504891933,6.8253510371312816,135.95399472967875,50.88118994399005,5.422520632972832,37.70046364355589,sand,high,14/10,medium,60
29.327985852299758,7.100329551450945,7.772425692296443,57.35481815369992,48.90722790040807,2.5658003366616926,40.71652826666283,gravel,low,14/10,low,45
27.431875018301465,5.2001853336728345,6.455600870845242,70.57468895288139,58.052488436173256,3.653127721827479,20.194589280277803,gravel,low,14/10,medium,65
27.53122766398266,7.389469463337362,7.724565822655219,108.1153368517847,37.63065726257443,3.05841091301279,69.18132749843238,gravel,high,14/10,low,30
26.20999620605105,5.765989734373186,7.671329525614856,152.6612284165016,35.42893267565749,2.8735284781810404,56.65472618396948,gravel,high,14/10,medium,20
29.92724492594156,5.081867498867434,6.351272042934528,138.20953189691426,38.68276347021433,6.201420205425694,28.262021950070615,gravel,high,14/10,low,0
27.39934812599116,7.514510288935129,7.352600363267703,120.09331021063907,55.671710175016734,3.669160987631841,72.19158276409412,glass,high,14/10,medium,50
26.19305940392172,7.728199469954202,6.487270583500017,79.24231388632754,35.55845019845851,5.189663395093689,24.3187799186553,sand,high,10/14,high,45
25.57075061414807,6.210723984192445,7.202635232688069,42.009012686554655,47.180698365740575,4.07282133240664,41.25737586169397,gravel,low,14/10,low,70
26.568569839356822,7.0527872595281895,8.330900307539359,106.07238463893016,58.44842560761815,3.9536673062870844,11.62292248886242,gravel,high,10/14,low,50
26.067536392619303,8.01116861302232,7.247167560581813,65.95575768344159,49.81092384003932,5.913265830539479,49.048456701434645,glass,low,12/12,high,80
26.860451542983505,5.866991719533638,7.767393682869939,44.23524846143597,40.33350556613595,5.149527658801252,41.238325778395975,sand,high,12/12,low,25
27.398329562530332,7.156801270066614,6.186333684781041,143.0799306235103,37.95879730916859,4.013823080756114,25.132346275350606,glass,medium,12/12,medium,65
29.39744048529114,6.871611539508671,7.04923668089746,93.27233198302774,48.44998648155885,6.420273290654134,24.755831084685965,gravel,medium,10/14,high,50
26.62437066210443,4.468109620325513,6.973956829480149,123.40569584992313,63.83393477749813,4.354048357941217,51.25463742848772,sand,medium,14/10,high,50
28.18691042523439,6.126030399001144,7.645736619527481,95.81911691719512,42.3023792422221,3.9135235506757007,39.35501018550513,sand,low,12/12,low,65
27.459286567623845,7.098568500063702,7.1481656133736955,142.95839903586196,57.4567856758164,2.514999681222473,46.45288884317705,glass,high,12/12,high,65
28.031265202340286,5.278554687914164,7.460831364212025,87.1968290878239,43.521975012050355,2.5480885486791327,15.649748829252868,gravel,low,14/10,low,55
27.745700080926298,6.38402048727885,7.9338869185307175,70.78360919005355,50.386649437335784,2.5121967954217883,14.921779495911963,gravel,low,10/14,medium,65
28.339102212414108,7.7772010946472845,6.614422622254042,93.5671620517957,54.10955447533023,4.297504251204424,14.511916277177777,glass,medium,14/10,medium,75
27.339960495080586,6.023290862694359,6.0084055981963855,55.39499101385119,43.815172339086985,5.101638453910237,26.44549930059575,sand,high,14/10,low,45
27.63268929991817,7.2118722715636565,7.260832107280105,146.4720587185953,58.0343559960739,5.036566531298519,63.04143217873683,gravel,high,14/10,low,35
24.150878384589227,6.070879977355967,7.072353052570107,78.87523893766709,49.54415490018494,2.0663075997621156,56.10552840097932,glass,low,12/12,low,30
29.44453674977112,4.947910334595463,7.392965309006191,149.29966639003743,58.12345487627187,4.380407589429688,11.069632700364718,sand,low,12/12,low,30
30.811404112290255,7.214006373134564,7.430622366687898,56.10146616700015,40.24483729649084,6.1848644358307165,68.87285806791624,gravel,low,14/10,low,15
24.84439517020786,5.285238017579374,6.329571506404776,85.50701316226828,58.14226463282648,3.237883348703797,69.00214858744098,glass,high,12/12,medium,0
30.567812037714038,6.824575166210952,7.15683104230412,134.61698699565093,49.035922782042306,4.273523575966351,70.14399896429482,glass,high,12/12,low,10
27.38949986271199,6.9011048458351905,7.212452998921889,152.29919448791702,40.52145027081378,3.8722561468910075,58.46301642600256,sand,high,10/14,medium,55
26.1866559401359,5.612397056150221,7.322275780246773,101.79386882685462,46.56384678473243,6.188908261558384,46.64490926003836,sand,medium,12/12,high,60
30.023150392722794,7.542412185858465,6.315592632126447,151.32899702955388,53.99128139312765,4.283225495391615,13.800981244859898,sand,low,10/14,low,30
27.92700796783931,6.610077985141596,7.875465333257526,59.163951424696464,46.28485543238466,6.494099914538723,49.237217562212976,glass,medium,14/10,high,55
27.94068370344528,7.874306945833572,5.995956455628678,76.43144347439504,62.48500378695165,6.407695801289278,14.952809912929409,sand,medium,14/10,low,45
28.147292716093144,5.928134342845229,6.855374799058762,78.64930786462159,51.105841022540055,5.05867827942078,11.133228988668174,glass,low,12/12,high,55
26.720191614502827,6.551263839553633,7.014508311659759,65.85181980518811,36.067176546354055,2.8268591519945576,24.163038801509497,glass,low,10/14,medium,75
26.626254027021965,5.7969112454304454,7.828263196988968,62.94193261039599,65.8677343773739,7.109026514843486,37.4811964244091,sand,medium,12/12,high,35
29.872899259973742,6.46584567827198,7.1795063185712635,85.65093677375518,59.74555126379871,5.05513687945535,57.070725169319516,sand,high,10/14,high,30
27.817438678684994,5.847107789952472,7.9920739942455805,39.58828364930018,56.442474955953536,2.497410428949422,17.81457307708953,sand,high,10/14,high,25
28.666291031576538,7.326316330977134,6.690948340559689,103.30255487893825,53.53761108585861,5.980631094316899,28.305416766602413,glass,medium,12/12,low,50
28.507593754912072,8.383378725924375,7.431518506445098,155.68738548417116,44.83818353944038,2.3229456053789956,64.05482035822065,gravel,high,12/12,high,20
26.227843491007057,7.1168090558472095,6.231461236505132,124.43949783684941,53.375986181199266,5.352131715939939,28.734449069414666,sand,low,12/12,high,65
25.60601307083176,6.048394625205673,6.71498213105254,150.35266357515894,63.996196206964896,2.3409738829850997,30.754923710724547,glass,high,14/10,medium,35
25.56547489891362,7.712910611207142,6.802468236536046,91.99682289871961,66.46769248747306,4.0990174305936495,59.32141602668884,gravel,high,14/10,low,45
23.677588437704532,7.797127977908291,6.962781965227128,74.22229909557387,56.33650458386289,3.270005948257387,10.991120286214166,gravel,low,14/10,medium,75
26.2864801480634,7.5658939715114295,7.488270266234878,151.6870284936215,32.31932170137911,2.45285672786955,30.394051465332517,sand,high,14/10,low,50
25.32962357761327,7.628638634740358,6.790080946810459,45.106000692276126,35.84255728815964,6.097645466461274,43.17928164985006,glass,low,14/10,high,40
24.331423654338188,5.266209262395007,7.033142679892011,126.09071784635745,64.3819262077903,3.4210210523063513,55.022254776948294,gravel,low,10/14,high,35
26.562859944418587,6.951402399525778,7.182706325189544,82.06772937030107,42.19854693911887,2.072355837426396,74.72794706527807,gravel,high,12/12,medium,40
26.412109219936788,5.246085214415065,7.128629675996381,149.49802496576487,39.54544932857297,2.5791254975673383,28.982129328759353,glass,medium,14/10,high,65
28.464494800465072,5.287096429587434,7.760190042485604,40.71526614596295,36.5971790311721,3.249189956540731,50.04200798166746,glass,medium,10/14,high,25
26.148413840609642,5.955887546530815,7.184852502754842,150.05265743902538,38.513668514732565,4.992164959597187,25.541233225218747,glass,low,12/12,high,60
27.626142486774693,7.309219951357921,6.666813564210264,51.1437581788729,46.155283268687974,6.58380043701535,26.97641924842879,glass,medium,12/12,medium,60
26.04219791324866,7.134089293016123,7.807089317424075,79.9127340298255,56.10057083537718,2.5004299174256204,24.895195290300652,glass,high,14/10,low,40
25.040351410001293,5.1424838521126075,8.011283074126244,41.57848816437847,54.53858895533237,5.390931184648927,24.05465101727578,sand,high,12/12,low,5
29.815252318900317,7.56578522215747,7.507360326587851,66.76413506298941,46.7323343899803,6.7863782649478415,61.50291624062068,glass,medium,10/14,low,0
29.478724086228663,6.834211944881863,6.4526017998731895,85.65941192796024,58.54055284749171,2.051185001812464,56.3699447868703,gravel,high,12/12,medium,10
26.76252694251812,6.944840398269624,7.758887581149622,95.02412324783076,43.688072532658076,4.9380587988375355,49.59433438810379,glass,high,12/12,medium,65
27.094109922600197,8.002508711150368,8.22698001200521,85.40204580120756,40.094120202384495,2.802324504112072,58.30836472805916,sand,low,14/10,medium,55
27.473333690192426,7.650574952550742,6.747689648631827,40.60983730761182,36.11285326871646,5.132091624045403,48.816587620114255,gravel,low,14/10,medium,65
29.807472462203915,6.011652764111869,6.948079854931941,151.1792926692605,36.3047646082292,5.216674919811704,60.037472881806906,gravel,low,12/12,low,5
25.315831179948372,5.024142880904895,7.856697222821773,94.61788534542221,36.27984930565464,4.608665665166359,23.042005910161937,sand,low,14/10,medium,50
22.79132716232854,6.691470153821953,7.116543598831153,58.23807605952206,50.912506691832405,4.188841251584858,29.581984083975627,glass,medium,14/10,low,60
28.36988877850072,6.8671114891656915,6.724836365121117,99.7245877051328,60.98311660855549,2.2088787130685024,61.114874972998265,gravel,medium,12/12,medium,30
27.585167847393148,5.217723867553932,6.6915771927587615,109.36066938751796,44.99496039203328,2.671775416396364,42.88042799951978,gravel,high,10/14,medium,45
29.017287086526082,8.537247183800039,7.843024946728416,48.30272418459925,61.15714945274381,5.23727622224817,18.017496270317626,glass,low,10/14,low,10
25.998215148668866,5.8257198658501075,6.876689768682541,49.60253040066562,39.7756520559515,2.1475287348012038,36.06366551074109,glass,high,14/10,medium,30
28.059940973989605,6.278820076413465,6.217046667546468,150.91472618822476,43.87309349863995,6.254843545789322,10.975188231778112,gravel,high,14/10,medium,25
27.58335742594972,6.967092229649673,7.518192561357528,170.98736910705793,35.743088502812085,5.53819635237048,47.5802176404829,sand,medium,12/12,low,50
25.611115991992982,6.60471872098141,7.4042095992555765,134.67719535905835,40.65434255280403,3.473124408259223,32.62415823012548,sand,high,14/10,high,75
26.2637115147045,4.816356883515445,7.537396657678571,59.81504243146227,43.71869735975286,4.208335981134715,27.134952737285953,gravel,low,14/10,low,50
24.61760686997607,5.474393560283858,7.40373949598025,117.85858690480512,57.55003845855613,2.434279439908324,54.630015772984756,sand,low,12/12,low,20
28.95899896316419,6.208530926833046,6.822463072320177,102.72017832621606,56.847428066846234,5.047651396083436,52.650700630537486,glass,high,10/14,low,30
25.53813058946297,6.397690344422996,7.501338074828226,113.44045611363047,38.84290842592983,5.725961744329801,44.272543581466586,gravel,low,12/12,medium,60
27.183895270221363,6.869363877312887,7.50721635978771,164.99491718148366,49.3617122031297,6.106605439378782,50.40473016379171,sand,high,12/12,high,25
24.586454095521717,7.377977468029319,7.160329555726017,84.20457244326172,58.0294884657027,2.178451259458296,58.17451924323102,glass,low,10/14,low,30
26.850004309250536,7.137027511929727,7.385776287154059,146.87140801426773,39.70595535981561,4.544478404448593,41.30621786782711,sand,high,10/14,low,65
26.758537718917264,6.006700906017216,7.081666725007042,51.43474471617541,54.34883057543704,2.6461051622972396,23.41390247632019,sand,high,14/10,high,75
26.046877633718783,7.014575150879078,7.329946009429232,72.148653167056,61.15575866705473,3.824557261442093,48.75413028429476,glass,medium,10/14,low,75
25.655231564418834,6.729520021946792,8.099469774654215,68.33832193623087,45.21293515255179,6.2100663288161355,16.927324439275772,glass,low,10/14,high,40
